cardinality	pcs	prime	forte	gilman	binary	decimal	balanced	myhill	palindromic	chiral	deep	has_max_evenness	has_max_area	brightness	variation	stability	cohemitonia	imperfections	contradictions	ambiguities	differences	coherence_quotient	sameness_quotient	generator	area	perimeter	centroid	centroid_distance	centroid_angle_degrees	inverse	complement	fourier_components	structure	vector	proportional_saturation_vector	rot_axes	ref_axes	ridges	propriety
2	(0, 1)	(0, 1)	2-1	C.A.A	000000000011	3	False	True	False	False	False	False	True	1	5.0	1.0	0	2	0	0	1	0	0.0	1	0.0	1.035276180410083	(0.24999999999999997-0.9330127018922194j)	0.9659258262890684	15.0	(0, 11)	(0, 1, 2, 3, 4, 5, 6, 7, 8, 9)	(2.0, 1.931852, 1.732051, 1.414214, 1.0, 0.517638, 0.0)	(1, 11)	(1, 0, 0, 0, 0, 0)	(1.0, 0.0, 0.0, 0.0, 0.0, 0.0)	()	(0.5,)	(1,)	Strictly Proper
2	(0, 2)	(0, 2)	2-2	C.B.A	000000000101	5	False	True	False	False	False	False	True	2	4.0	1.0	0	2	0	0	1	0	0.0	2	0.0	1.9999999999999998	(0.4330127018922193-0.75j)	0.8660254037844386	29.999999999999993	(0, 10)	(0, 1, 2, 3, 4, 5, 6, 7, 8, 10)	(2.0, 1.732051, 1.0, 0.0, 1.0, 1.732051, 2.0)	(2, 10)	(0, 1, 0, 0, 0, 0)	(0.0, 1.0, 0.0, 0.0, 0.0, 0.0)	()	(1.0,)	(2,)	Strictly Proper
3	(0, 1, 2)	(0, 1, 2)	3-1	D.A.A	000000000111	7	False	True	False	False	False	False	False	3	6.0	1.0	1	3	1	0	4	0.0	0.33333333333333337	1	0.0669872981077807	2.035276180410083	(0.45534180126147955-0.788675134594813j)	0.9106836025229591	29.999999999999993	(0, 10, 11)	(0, 1, 2, 3, 4, 5, 6, 7, 8)	(3.0, 2.732051, 2.0, 1.0, 0.0, 0.732051, 1.0)	(1, 1, 10)	(2, 1, 0, 0, 0, 0)	(1.0, 0.5, 0.0, 0.0, 0.0, 0.0)	()	(1.0,)	(2,)	Improper
2	(0, 3)	(0, 3)	2-3	C.C.A	000000001001	9	False	True	False	False	False	False	True	3	3.0	1.0	0	2	0	0	1	0	0.0	3	0.0	2.82842712474619	(0.5-0.5j)	0.7071067811865476	45.0	(0, 9)	(0, 1, 2, 3, 4, 5, 6, 7, 9, 10)	(2.0, 1.414214, 0.0, 1.414214, 2.0, 1.414214, 0.0)	(3, 9)	(0, 0, 1, 0, 0, 0)	(0.0, 0.0, 1.0, 0.0, 0.0, 0.0)	()	(1.5,)	(3,)	Strictly Proper
3	(0, 1, 3)	(0, 1, 3)	3-2A	D.B.A	000000001011	11	False	False	False	True	False	False	False	4	5.333333333333333	1.0	0	3	1	0	6	0.0	0.0	None	0.1830127018922193	2.9318516525781364	(0.5-0.6220084679281462j)	0.7980567236571093	38.79397688699688	(0, 9, 11)	(0, 1, 2, 3, 4, 5, 6, 7, 9)	(3.0, 2.39417, 1.0, 1.0, 1.732051, 1.505971, 1.0)	(1, 2, 9)	(1, 1, 1, 0, 0, 0)	(0.5, 0.5, 0.5, 0.0, 0.0, 0.0)	()	()	()	Improper
3	(0, 2, 3)	(0, 1, 3)	3-2A	D.B.A	000000001101	13	False	False	False	True	False	False	False	5	5.333333333333333	1.0	0	3	1	0	6	0.0	0.0	None	0.1830127018922194	2.9318516525781364	(0.6220084679281462-0.5j)	0.7980567236571093	51.20602311300311	(0, 9, 10)	(0, 1, 2, 3, 4, 5, 6, 7, 9)	(3.0, 2.39417, 1.0, 1.0, 1.732051, 1.505971, 1.0)	(2, 1, 9)	(1, 1, 1, 0, 0, 0)	(0.5, 0.5, 0.5, 0.0, 0.0, 0.0)	()	()	()	Improper
4	(0, 1, 2, 3)	(0, 1, 2, 3)	4-1	E.A.A	000000001111	15	False	True	False	False	False	False	False	6	6.0	1.0	2	4	5	0	10	0.2857142857142857	0.4444444444444444	1	0.25	2.9671278329882194	(0.5915063509461096-0.5915063509461097j)	0.8365163037378079	44.99999999999999	(0, 9, 10, 11)	(0, 1, 2, 3, 4, 5, 6, 7)	(4.0, 3.346065, 1.732051, 0.0, 1.0, 0.896575, 0.0)	(1, 1, 1, 9)	(3, 2, 1, 0, 0, 0)	(1.0, 0.6666666666666666, 0.25, 0.0, 0.0, 0.0)	()	(1.5,)	(3,)	Improper
2	(0, 4)	(0, 4)	2-4	C.D.A	000000010001	17	False	True	False	False	False	False	True	4	2.0	1.0	0	2	0	0	1	0	0.0	4	0.0	3.4641016151377544	(0.43301270189221935-0.2500000000000001j)	0.5000000000000001	59.999999999999986	(0, 8)	(0, 1, 2, 3, 4, 5, 6, 8, 9, 10)	(2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0)	(4, 8)	(0, 0, 0, 1, 0, 0)	(0.0, 0.0, 0.0, 1.0, 0.0, 0.0)	()	(2.0,)	(4,)	Strictly Proper
3	(0, 1, 4)	(0, 1, 4)	3-3A	D.C.A	000000010011	19	False	False	False	True	False	False	False	5	4.666666666666667	1.0	0	3	1	0	6	0.0	0.0	None	0.31698729810778065	3.663902460147014	(0.45534180126147955-0.45534180126147966j)	0.6439505508593789	44.99999999999999	(0, 8, 11)	(0, 1, 2, 3, 4, 5, 6, 8, 9)	(3.0, 1.931852, 1.0, 2.236068, 1.732051, 0.517638, 1.0)	(1, 3, 8)	(1, 0, 1, 1, 0, 0)	(0.5, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0)	()	()	()	Improper
3	(0, 2, 4)	(0, 2, 4)	3-6	D.D.A	000000010101	21	False	True	False	False	False	False	False	6	4.0	1.0	0	3	1	0	4	0.0	0.33333333333333337	2	0.43301270189221924	3.732050807568877	(0.5773502691896257-0.3333333333333334j)	0.6666666666666667	59.999999999999986	(0, 8, 10)	(0, 1, 2, 3, 4, 5, 6, 8, 10)	(3.0, 2.0, 0.0, 1.0, 0.0, 2.0, 3.0)	(2, 2, 8)	(0, 2, 0, 1, 0, 0)	(0.0, 1.0, 0.0, 0.3333333333333333, 0.0, 0.0)	()	(2.0,)	(4,)	Improper
4	(0, 1, 2, 4)	(0, 1, 2, 4)	4-2A	E.B.A	000000010111	23	False	False	False	True	False	False	False	7	5.5	0.6666666666666667	1	4	5	2	16	0.0	0.11111111111111116	None	0.49999999999999994	3.76732698797896	(0.5580127018922193-0.46650635094610976j)	0.7273282277941024	50.10390936101709	(0, 8, 10, 11)	(0, 1, 2, 3, 4, 5, 6, 8)	(4.0, 2.909313, 1.0, 1.414214, 1.0, 1.239314, 2.0)	(1, 1, 2, 8)	(2, 2, 1, 1, 0, 0)	(0.6666666666666666, 0.6666666666666666, 0.25, 0.3333333333333333, 0.0, 0.0)	()	()	()	Improper
3	(0, 3, 4)	(0, 1, 4)	3-3A	D.C.A	000000011001	25	False	False	False	True	False	False	False	7	4.666666666666667	1.0	0	3	1	0	6	0.0	0.0	None	0.31698729810778065	3.6639024601470136	(0.6220084679281462-0.16666666666666674j)	0.6439505508593789	75.0	(0, 8, 9)	(0, 1, 2, 3, 4, 5, 6, 8, 9)	(3.0, 1.931852, 1.0, 2.236068, 1.732051, 0.517638, 1.0)	(3, 1, 8)	(1, 0, 1, 1, 0, 0)	(0.5, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0)	()	()	()	Improper
4	(0, 1, 3, 4)	(0, 1, 3, 4)	4-3	E.C.A	000000011011	27	False	False	False	False	False	False	False	8	5.0	1.0	0	4	5	0	14	0.2857142857142857	0.2222222222222222	None	0.49999999999999983	3.76732698797896	(0.5915063509461097-0.34150635094610976j)	0.6830127018922194	60.0	(0, 8, 9, 11)	(0, 1, 2, 3, 4, 5, 6, 9)	(4.0, 2.732051, 0.0, 2.0, 2.0, 0.732051, 0.0)	(1, 2, 1, 8)	(2, 1, 2, 1, 0, 0)	(0.6666666666666666, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.0)	()	(2.0,)	(4,)	Improper
4	(0, 2, 3, 4)	(0, 1, 2, 4)	4-2A	E.B.A	000000011101	29	False	False	False	True	False	False	False	9	5.5	0.6666666666666667	1	4	5	2	16	0.0	0.11111111111111116	None	0.5	3.76732698797896	(0.6830127018922193-0.25000000000000006j)	0.7273282277941024	69.8960906389829	(0, 8, 9, 10)	(0, 1, 2, 3, 4, 5, 6, 8)	(4.0, 2.909313, 1.0, 1.414214, 1.0, 1.239314, 2.0)	(2, 1, 1, 8)	(2, 2, 1, 1, 0, 0)	(0.6666666666666666, 0.6666666666666666, 0.25, 0.3333333333333333, 0.0, 0.0)	()	()	()	Improper
5	(0, 1, 2, 3, 4)	(0, 1, 2, 3, 4)	5-1	F.A.A	000000011111	31	False	True	False	False	False	False	False	10	5.6	1.0	3	5	15	0	20	0.4	0.5	1	0.5669872981077806	3.802603168389043	(0.6464101615137754-0.3732050807568878j)	0.7464101615137754	59.999999999999986	(0, 8, 9, 10, 11)	(0, 1, 2, 3, 4, 5, 6)	(5.0, 3.732051, 1.0, 1.0, 1.0, 0.267949, 1.0)	(1, 1, 1, 1, 8)	(4, 3, 2, 1, 0, 0)	(1.0, 0.75, 0.5, 0.0, 0.0, 0.0)	()	(2.0,)	(4,)	Improper
2	(0, 5)	(0, 5)	2-5	C.E.A	000000100001	33	False	True	False	False	False	False	True	5	1.0	1.0	0	1	0	0	1	0	0.0	5	0.0	3.8637033051562737	(0.24999999999999997-0.06698729810778065j)	0.25881904510252074	75.0	(0, 7)	(0, 1, 2, 3, 4, 5, 7, 8, 9, 10)	(2.0, 0.517638, 1.732051, 1.414214, 1.0, 1.931852, 0.0)	(5, 7)	(0, 0, 0, 0, 1, 0)	(0.0, 0.0, 0.0, 0.0, 1.0, 0.0)	()	(2.5,)	(5,)	Strictly Proper
3	(0, 1, 5)	(0, 1, 5)	3-4A	D.D.B	000000100011	35	False	False	False	True	False	False	False	6	4.0	1.0	0	2	1	0	6	0.0	0.0	None	0.4330127018922193	4.1815405503520555	(0.3333333333333333-0.3333333333333333j)	0.4714045207910317	45.0	(0, 7, 11)	(0, 1, 2, 3, 4, 5, 7, 8, 9)	(3.0, 1.414214, 2.0, 2.236068, 0.0, 1.414214, 1.0)	(1, 4, 7)	(1, 0, 0, 1, 1, 0)	(0.5, 0.0, 0.0, 0.3333333333333333, 0.5, 0.0)	()	()	()	Improper
3	(0, 2, 5)	(0, 2, 5)	3-7A	D.E.A	000000100101	37	False	False	False	True	False	False	False	7	3.3333333333333335	1.0	0	2	1	0	6	0.0	0.0	None	0.6830127018922193	4.346065214951231	(0.45534180126147955-0.2113248654051871j)	0.5019903930500754	65.1039093610171	(0, 7, 10)	(0, 1, 2, 3, 4, 5, 7, 8, 10)	(3.0, 1.505971, 1.0, 1.0, 1.732051, 2.39417, 1.0)	(2, 3, 7)	(0, 1, 1, 0, 1, 0)	(0.0, 0.5, 0.5, 0.0, 0.5, 0.0)	()	()	()	Improper
4	(0, 1, 2, 5)	(0, 1, 2, 5)	4-4A	E.C.B	000000100111	39	False	False	False	True	False	False	False	8	5.0	1.0	1	3	7	0	16	0.0	0.11111111111111116	None	0.75	4.381341395361314	(0.46650635094610965-0.375j)	0.5985425427428319	51.20602311300311	(0, 7, 10, 11)	(0, 1, 2, 3, 4, 5, 7, 8)	(4.0, 2.39417, 1.732051, 2.0, 1.0, 1.505971, 0.0)	(1, 1, 3, 7)	(2, 1, 1, 1, 1, 0)	(0.6666666666666666, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.0)	()	()	()	Improper
3	(0, 3, 5)	(0, 2, 5)	3-7A	D.E.A	000000101001	41	False	False	False	True	False	False	False	8	3.3333333333333335	1.0	0	2	1	0	6	0.0	0.0	None	0.6830127018922194	4.346065214951231	(0.5-0.04465819873852043j)	0.5019903930500754	84.8960906389829	(0, 7, 9)	(0, 1, 2, 3, 4, 5, 7, 8, 10)	(3.0, 1.505971, 1.0, 1.0, 1.732051, 2.39417, 1.0)	(3, 2, 7)	(0, 1, 1, 0, 1, 0)	(0.0, 0.5, 0.5, 0.0, 0.5, 0.0)	()	()	()	Improper
4	(0, 1, 3, 5)	(0, 1, 3, 5)	4-11A	E.D.A	000000101011	43	False	False	False	True	False	False	False	9	4.5	1.0	0	3	5	0	16	0.2857142857142857	0.11111111111111116	None	0.8660254037844386	4.449489742783179	(0.5-0.25j)	0.5590169943749475	63.43494882292201	(0, 7, 9, 11)	(0, 1, 2, 3, 4, 5, 7, 9)	(4.0, 2.236068, 1.0, 1.414214, 1.0, 2.236068, 2.0)	(1, 2, 2, 7)	(1, 2, 1, 1, 1, 0)	(0.3333333333333333, 0.6666666666666666, 0.25, 0.3333333333333333, 0.3333333333333333, 0.0)	()	()	()	Improper
4	(0, 2, 3, 5)	(0, 2, 3, 5)	4-10	E.D.B	000000101101	45	False	False	False	False	False	False	False	10	4.5	1.0	0	3	5	0	14	0.2857142857142857	0.2222222222222222	None	0.8660254037844388	4.449489742783179	(0.5915063509461096-0.15849364905389032j)	0.6123724356957945	75.0	(0, 7, 9, 10)	(0, 2, 3, 4, 5, 6, 7, 9)	(4.0, 2.44949, 0.0, 0.0, 2.0, 2.44949, 0.0)	(2, 1, 2, 7)	(1, 2, 2, 0, 1, 0)	(0.3333333333333333, 0.6666666666666666, 0.5, 0.0, 0.3333333333333333, 0.0)	()	(2.5,)	(5,)	Improper
5	(0, 1, 2, 3, 5)	(0, 1, 2, 3, 5)	5-2A	F.B.A	000000101111	47	False	False	False	True	False	False	False	11	5.2	0.4	2	4	15	6	32	0.16000000000000003	0.19999999999999996	None	0.9330127018922194	4.484765923193262	(0.5732050807568877-0.3j)	0.6469652731063006	62.3736591270387	(0, 7, 9, 10, 11)	(0, 1, 2, 3, 4, 5, 7)	(5.0, 3.234826, 1.0, 1.0, 1.0, 1.880398, 1.0)	(1, 1, 1, 2, 7)	(3, 3, 2, 1, 1, 0)	(0.75, 0.75, 0.5, 0.0, 0.25, 0.0)	()	()	()	Improper
3	(0, 4, 5)	(0, 1, 5)	3-4A	D.D.B	000000110001	49	False	False	False	True	False	False	False	9	4.0	1.0	0	2	1	0	6	0.0	0.0	None	0.4330127018922194	4.1815405503520555	(0.45534180126147955+0.12200846792814617j)	0.4714045207910317	105.0	(0, 7, 8)	(0, 1, 2, 3, 4, 5, 7, 8, 9)	(3.0, 1.414214, 2.0, 2.236068, 0.0, 1.414214, 1.0)	(4, 1, 7)	(1, 0, 0, 1, 1, 0)	(0.5, 0.0, 0.0, 0.3333333333333333, 0.5, 0.0)	()	()	()	Improper
4	(0, 1, 4, 5)	(0, 1, 4, 5)	4-7	E.E.A	000000110011	51	False	False	False	False	False	False	False	10	4.0	1.0	0	3	5	0	14	0.2857142857142857	0.2222222222222222	None	0.75	4.381341395361315	(0.46650635094610965-0.12500000000000008j)	0.48296291314453416	74.99999999999999	(0, 7, 8, 11)	(0, 1, 2, 3, 4, 5, 8, 9)	(4.0, 1.931852, 1.732051, 2.828427, 1.0, 0.517638, 0.0)	(1, 3, 1, 7)	(2, 0, 1, 2, 1, 0)	(0.6666666666666666, 0.0, 0.25, 0.6666666666666666, 0.3333333333333333, 0.0)	()	(2.5,)	(5,)	Improper
4	(0, 2, 4, 5)	(0, 1, 3, 5)	4-11A	E.D.A	000000110101	53	False	False	False	True	False	False	False	11	4.5	1.0	0	3	5	0	16	0.2857142857142857	0.11111111111111116	None	0.8660254037844388	4.449489742783179	(0.5580127018922193-0.03349364905389038j)	0.5590169943749473	86.56505117707799	(0, 7, 8, 10)	(0, 1, 2, 3, 4, 5, 7, 9)	(4.0, 2.236068, 1.0, 1.414214, 1.0, 2.236068, 2.0)	(2, 2, 1, 7)	(1, 2, 1, 1, 1, 0)	(0.3333333333333333, 0.6666666666666666, 0.25, 0.3333333333333333, 0.3333333333333333, 0.0)	()	()	()	Improper
5	(0, 1, 2, 4, 5)	(0, 1, 2, 4, 5)	5-3A	F.C.A	000000110111	55	False	False	False	True	False	False	False	12	4.8	0.8	1	4	15	2	30	0.31999999999999995	0.25	None	0.9330127018922194	4.484765923193262	(0.5464101615137754-0.2000000000000001j)	0.5818625822352819	69.89609063898288	(0, 7, 8, 10, 11)	(0, 1, 2, 3, 4, 5, 8)	(5.0, 2.909313, 1.0, 2.236068, 1.0, 1.239314, 1.0)	(1, 1, 2, 1, 7)	(3, 2, 2, 2, 1, 0)	(0.75, 0.5, 0.5, 0.3333333333333333, 0.25, 0.0)	()	()	()	Improper
4	(0, 3, 4, 5)	(0, 1, 2, 5)	4-4A	E.C.B	000000111001	57	False	False	False	True	False	False	False	12	5.0	1.0	1	3	7	0	16	0.0	0.11111111111111116	None	0.75	4.381341395361315	(0.5915063509461097+0.09150635094610962j)	0.598542542742832	98.79397688699689	(0, 7, 8, 9)	(0, 1, 2, 3, 4, 5, 7, 8)	(4.0, 2.39417, 1.732051, 2.0, 1.0, 1.505971, 0.0)	(3, 1, 1, 7)	(2, 1, 1, 1, 1, 0)	(0.6666666666666666, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.0)	()	()	()	Improper
5	(0, 1, 3, 4, 5)	(0, 1, 2, 4, 5)	5-3A	F.C.A	000000111011	59	False	False	False	True	False	False	False	13	4.8	0.8	1	4	15	2	30	0.31999999999999995	0.25	None	0.9330127018922192	4.484765923193262	(0.5732050807568878-0.10000000000000006j)	0.581862582235282	80.10390936101709	(0, 7, 8, 9, 11)	(0, 1, 2, 3, 4, 5, 8)	(5.0, 2.909313, 1.0, 2.236068, 1.0, 1.239314, 1.0)	(1, 2, 1, 1, 7)	(3, 2, 2, 2, 1, 0)	(0.75, 0.5, 0.5, 0.3333333333333333, 0.25, 0.0)	()	()	()	Improper
5	(0, 2, 3, 4, 5)	(0, 1, 2, 3, 5)	5-2A	F.B.A	000000111101	61	False	False	False	True	False	False	False	14	5.2	0.4	2	4	15	6	32	0.16000000000000003	0.19999999999999996	None	0.9330127018922196	4.484765923193262	(0.6464101615137754-0.0267949192431123j)	0.6469652731063006	87.6263408729613	(0, 7, 8, 9, 10)	(0, 1, 2, 3, 4, 5, 7)	(5.0, 3.234826, 1.0, 1.0, 1.0, 1.880398, 1.0)	(2, 1, 1, 1, 7)	(3, 3, 2, 1, 1, 0)	(0.75, 0.75, 0.5, 0.0, 0.25, 0.0)	()	()	()	Improper
6	(0, 1, 2, 3, 4, 5)	(0, 1, 2, 3, 4, 5)	6-1	G.A.A	000000111111	63	False	True	False	False	True	False	False	15	5.0	1.0	4	5	35	0	35	0.46153846153846156	0.5333333333333333	1	1.0	4.520042103603345	(0.6220084679281462-0.16666666666666674j)	0.6439505508593789	75.0	(0, 7, 8, 9, 10, 11)	(0, 1, 2, 3, 4, 5)	(6.0, 3.863703, 0.0, 1.414214, 0.0, 1.035276, 0.0)	(1, 1, 1, 1, 1, 7)	(5, 4, 3, 2, 1, 0)	(1.0, 0.6666666666666666, 0.6, 0.2, 0.2, 0.0)	()	(2.5,)	(5,)	Improper
2	(0, 6)	(0, 6)	2-6	C.F.A	000001000001	65	True	False	True	False	False	True	True	6	0.0	1.0	0	2	0	0	0	0	1.0	6	0.0	4.0	(6.123233995736766e-17+0j)	6.123233995736766e-17	0.0	(0, 6)	(0, 1, 2, 3, 4, 6, 7, 8, 9, 10)	(2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 2.0)	(6, 6)	(0, 0, 0, 0, 0, 1)	(0.0, 0.0, 0.0, 0.0, 0.0, 1.0)	(6,)	(0.0, 3.0)	(0, 6)	Strictly Proper
3	(0, 1, 6)	(0, 1, 6)	3-5A	D.E.B	000001000011	67	False	False	False	True	False	False	False	7	3.3333333333333335	0.6666666666666667	0	2	0	1	6	0.0	0.0	None	0.49999999999999994	4.449489742783179	(0.1666666666666667-0.2886751345948129j)	0.33333333333333337	30.000000000000007	(0, 6, 11)	(0, 1, 2, 3, 4, 6, 7, 8, 9)	(3.0, 1.0, 2.645751, 1.0, 1.732051, 1.0, 1.0)	(1, 5, 6)	(1, 0, 0, 0, 1, 1)	(0.5, 0.0, 0.0, 0.0, 0.5, 1.0)	()	()	()	Proper
3	(0, 2, 6)	(0, 2, 6)	3-8A	D.F.A	000001000101	69	False	False	False	True	False	False	False	8	2.6666666666666665	0.6666666666666667	0	3	0	1	6	0.0	0.0	None	0.8660254037844385	4.732050807568877	(0.2886751345948129-0.16666666666666666j)	0.33333333333333337	60.0	(0, 6, 10)	(0, 1, 2, 3, 4, 6, 7, 8, 10)	(3.0, 1.0, 1.732051, 1.0, 1.732051, 1.0, 3.0)	(2, 4, 6)	(0, 1, 0, 1, 0, 1)	(0.0, 0.5, 0.0, 0.3333333333333333, 0.0, 1.0)	()	()	()	Proper
4	(0, 1, 2, 6)	(0, 1, 2, 6)	4-5A	E.D.C	000001000111	71	False	False	False	True	False	False	False	9	4.5	0.8333333333333334	1	3	6	1	16	0.0	0.11111111111111116	None	0.9330127018922193	4.76732698797896	(0.3415063509461097-0.3415063509461097j)	0.4829629131445342	45.0	(0, 6, 10, 11)	(0, 1, 2, 3, 4, 6, 7, 8)	(4.0, 1.931852, 2.645751, 1.414214, 1.0, 0.517638, 2.0)	(1, 1, 4, 6)	(2, 1, 0, 1, 1, 1)	(0.6666666666666666, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.5)	()	()	()	Improper
3	(0, 3, 6)	(0, 3, 6)	3-10	D.G.A	000001001001	73	False	True	False	False	False	False	False	9	2.0	0.6666666666666667	0	3	0	1	4	0.0	0.33333333333333337	3	0.9999999999999999	4.82842712474619	(0.3333333333333334+0j)	0.3333333333333334	90.0	(0, 6, 9)	(0, 1, 2, 3, 4, 6, 7, 9, 10)	(3.0, 1.0, 1.0, 1.0, 3.0, 1.0, 1.0)	(3, 3, 6)	(0, 0, 2, 0, 0, 1)	(0.0, 0.0, 1.0, 0.0, 0.0, 1.0)	()	(3.0,)	(6,)	Proper
4	(0, 1, 3, 6)	(0, 1, 3, 6)	4-13A	E.E.B	000001001011	75	False	False	False	True	False	False	False	10	4.0	0.5	0	3	4	3	18	0.0	0.0	None	1.1830127018922192	4.931851652578136	(0.37500000000000006-0.2165063509461097j)	0.4330127018922194	60.0	(0, 6, 9, 11)	(0, 1, 2, 3, 4, 6, 7, 9)	(4.0, 1.732051, 1.732051, 0.0, 2.645751, 1.732051, 0.0)	(1, 2, 3, 6)	(1, 1, 2, 0, 1, 1)	(0.3333333333333333, 0.3333333333333333, 0.5, 0.0, 0.3333333333333333, 0.5)	()	()	()	Improper
4	(0, 2, 3, 6)	(0, 2, 3, 6)	4-12A	E.E.C	000001001101	77	False	False	False	True	False	False	False	11	4.0	0.5	0	4	4	3	18	0.0	0.0	None	1.1830127018922194	4.931851652578136	(0.4665063509461097-0.125j)	0.4829629131445342	75.0	(0, 6, 9, 10)	(0, 1, 3, 4, 5, 6, 7, 9)	(4.0, 1.931852, 1.0, 1.414214, 2.645751, 0.517638, 2.0)	(2, 1, 3, 6)	(1, 1, 2, 1, 0, 1)	(0.3333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.5)	()	()	()	Improper
5	(0, 1, 2, 3, 6)	(0, 1, 2, 3, 6)	5-4A	F.C.B	000001001111	79	False	False	False	True	False	False	False	12	4.8	0.7	2	4	20	3	32	0.07999999999999996	0.19999999999999996	None	1.25	4.967127832988219	(0.47320508075688766-0.27320508075688776j)	0.5464101615137754	59.999999999999986	(0, 6, 9, 10, 11)	(0, 1, 2, 3, 4, 6, 7)	(5.0, 2.732051, 2.0, 1.0, 2.0, 0.732051, 1.0)	(1, 1, 1, 3, 6)	(3, 2, 2, 1, 1, 1)	(0.75, 0.5, 0.5, 0.0, 0.25, 0.5)	()	()	()	Improper
3	(0, 4, 6)	(0, 2, 6)	3-8A	D.F.A	000001010001	81	False	False	False	True	False	False	False	10	2.6666666666666665	0.6666666666666667	0	3	0	1	6	0.0	0.0	None	0.8660254037844385	4.732050807568877	(0.2886751345948129+0.1666666666666666j)	0.33333333333333337	119.99999999999999	(0, 6, 8)	(0, 1, 2, 3, 4, 6, 7, 8, 10)	(3.0, 1.0, 1.732051, 1.0, 1.732051, 1.0, 3.0)	(4, 2, 6)	(0, 1, 0, 1, 0, 1)	(0.0, 0.5, 0.0, 0.3333333333333333, 0.0, 1.0)	()	()	()	Proper
4	(0, 1, 4, 6)	(0, 1, 4, 6)	4-z15A	E.F.A	000001010011	83	False	False	False	True	False	False	False	11	3.5	0.8333333333333334	0	3	4	1	18	0.2857142857142857	0.0	None	1.1830127018922192	4.931851652578136	(0.3415063509461097-0.09150635094610976j)	0.35355339059327384	74.99999999999999	(0, 6, 8, 11)	(0, 1, 2, 3, 4, 6, 8, 9)	(4.0, 1.414214, 2.0, 1.414214, 2.0, 1.414214, 2.0)	(1, 3, 2, 6)	(1, 1, 1, 1, 1, 1)	(0.3333333333333333, 0.3333333333333333, 0.25, 0.3333333333333333, 0.3333333333333333, 0.5)	()	()	()	Improper
4	(0, 2, 4, 6)	(0, 2, 4, 6)	4-21	E.G.A	000001010101	85	False	True	False	False	False	False	False	12	3.0	0.8333333333333334	0	4	4	1	10	0.2857142857142857	0.4444444444444444	2	1.299038105676658	5.0	(0.43301270189221935-5.551115123125783e-17j)	0.43301270189221935	89.99999999999999	(0, 6, 8, 10)	(0, 1, 2, 3, 4, 6, 8, 10)	(4.0, 1.732051, 1.0, 0.0, 1.0, 1.732051, 4.0)	(2, 2, 2, 6)	(0, 3, 0, 2, 0, 1)	(0.0, 1.0, 0.0, 0.6666666666666666, 0.0, 0.5)	()	(3.0,)	(6,)	Improper
5	(0, 1, 2, 4, 6)	(0, 1, 2, 4, 6)	5-9A	F.D.A	000001010111	87	False	False	False	True	False	False	False	13	4.4	0.30000000000000004	1	4	14	7	36	0.16000000000000003	0.09999999999999998	None	1.3660254037844386	5.035276180410083	(0.44641016151377544-0.1732050807568878j)	0.47883403419426557	68.79397688699687	(0, 6, 8, 10, 11)	(0, 1, 2, 3, 4, 6, 8)	(5.0, 2.39417, 1.732051, 1.0, 1.0, 1.505971, 3.0)	(1, 1, 2, 2, 6)	(2, 3, 1, 2, 1, 1)	(0.5, 0.75, 0.25, 0.3333333333333333, 0.25, 0.5)	()	()	()	Improper
4	(0, 3, 4, 6)	(0, 2, 3, 6)	4-12A	E.E.C	000001011001	89	False	False	False	True	False	False	False	13	4.0	0.5	0	4	4	3	18	0.0	0.0	None	1.1830127018922192	4.931851652578136	(0.46650635094610976+0.12499999999999994j)	0.48296291314453427	105.0	(0, 6, 8, 9)	(0, 1, 3, 4, 5, 6, 7, 9)	(4.0, 1.931852, 1.0, 1.414214, 2.645751, 0.517638, 2.0)	(3, 1, 2, 6)	(1, 1, 2, 1, 0, 1)	(0.3333333333333333, 0.3333333333333333, 0.5, 0.3333333333333333, 0.0, 0.5)	()	()	()	Improper
5	(0, 1, 3, 4, 6)	(0, 1, 3, 4, 6)	5-10A	F.E.A	000001011011	91	False	False	False	True	False	False	False	14	4.0	0.9	0	4	14	1	30	0.4	0.25	None	1.3660254037844384	5.035276180410083	(0.4732050807568878-0.07320508075688781j)	0.4788340341942656	81.20602311300311	(0, 6, 8, 9, 11)	(0, 1, 2, 3, 4, 6, 9)	(5.0, 2.39417, 1.0, 1.0, 2.645751, 1.505971, 1.0)	(1, 2, 1, 2, 6)	(2, 2, 3, 1, 1, 1)	(0.5, 0.5, 0.75, 0.0, 0.25, 0.5)	()	()	()	Improper
